source_table,repository_id,repository_name,repository_url,application_flow,application,reason,processing_host,model,run_id,pcap_path,cicflowmeter_csv_path,egress_bytes,total_forward_bytes,egress_percentage,egress_packets,internet_flow_count,internet_destinations,updated_at
traffic_parameters,25556,lblod/app-rdfa-editor-demo,https://github.com/lblod/app-rdfa-editor-demo,"{""host_num"": 6, ""pcap_size"": 6.8835248947143555, ""flow_count"": 19, ""tcp_traffic"": {""443"": {""hosts"": 2, ""n_packets"": 2047, ""flow_count"": 2, ""total_size"": 7043927, ""traffic_end"": 21.427006006240845, ""iana_mapping"": ""https"", ""traffic_start"": 1.386970043182373, ""tshark_parsing"": [""tls"", ""x509ce""], ""traffic_duration"": 20.04003596305847}, ""8890"": {""hosts"": 2, ""n_packets"": 209, ""flow_count"": 14, ""total_size"": 130450, ""traffic_end"": 22.109796047210693, ""iana_mapping"": ""ddi-tcp-3"", ""traffic_start"": 21.871562957763672, ""tshark_parsing"": [""http"", ""json"", ""media"", ""urlencoded-form"", ""xml""], ""traffic_duration"": 0.23823308944702148}}, ""udp_traffic"": {""5353"": {""hosts"": 1, ""n_packets"": 25, ""time_seen"": 1773289136.887224, ""flow_count"": 2, ""total_size"": 3670, ""traffic_end"": 32.50769305229187, ""iana_mapping"": ""mdns"", ""traffic_start"": 0.18550992012023926, ""tshark_parsing"": [""mdns""], ""traffic_duration"": 32.32218313217163}, ""8530"": {""hosts"": 2, ""n_packets"": 4, ""time_seen"": 1773289152.96911, ""flow_count"": 1, ""total_size"": 646, ""traffic_end"": 46.26768898963928, ""iana_mapping"": ""unknown"", ""traffic_start"": 16.267395973205566, ""tshark_parsing"": [""data""], ""traffic_duration"": 30.000293016433716}}, ""hostname_info"": [{""ip"": ""151.101.1.227"", ""source"": ""TLS_SNI"", ""hostname"": ""api.rubygems.org""}, {""ip"": ""172.18.0.2"", ""source"": ""HTTP_HOST"", ""hostname"": ""database:8890""}]}",http,"HTTP/JSON traffic observed on TCP 8890 (tshark parsed http/json, 209 packets to host 172.18.0.2 'database:8890'), indicating application-level activity beyond the initial TLS download and DNS.",andromeda,,0,/home/bingcheng/dynamov2/stage3/pcap/lblod_app-rdfa-editor-demo_andromeda_run_0.pcap,/mnt/NAS/dynamov2/cicflowmeter_output/lblod_app-rdfa-editor-demo_andromeda_run_0.csv,117713,232854,50.55,904,3,2,2026-03-12T04:33:25.110562
agent_traffic_parameters,99620,klarna/system_monitor,https://github.com/klarna/system_monitor,"{""host_num"": 4, ""pcap_size"": 22.35026264190674, ""flow_count"": 9, ""tcp_traffic"": {""443"": {""hosts"": 3, ""n_packets"": 4228, ""flow_count"": 7, ""total_size"": 23362378, ""traffic_end"": 59.791717290878296, ""iana_mapping"": ""https"", ""traffic_start"": 1.8626091480255127, ""tshark_parsing"": [""tls""], ""traffic_duration"": 57.92910814285278}}, ""udp_traffic"": {""5353"": {""hosts"": 1, ""n_packets"": 29, ""time_seen"": 1773156311.2006938, ""flow_count"": 2, ""total_size"": 4119, ""traffic_end"": 32.1319043636322, ""iana_mapping"": ""mdns"", ""traffic_start"": 0.029309511184692383, ""tshark_parsing"": [""mdns""], ""traffic_duration"": 32.10259485244751}}, ""hostname_info"": [{""ip"": ""172.217.194.207"", ""source"": ""TLS_SNI"", ""hostname"": ""storage.googleapis.com""}, {""ip"": ""34.120.177.193"", ""source"": ""TLS_SNI"", ""hostname"": ""grafana.com""}]}",http,"Sustained, large TLS traffic on port 443 for ~58s to storage.googleapis.com and grafana.com indicates HTTPS (HTTP over TLS) application activity beyond initial download; UDP mDNS is minor.",cartwheel,gpt-5.1-codex-mini,1,/home/bingcheng/dynamov2/stage3/pcap/99620_klarna_system_monitor_cartwheel_gpt-5.1-codex-mini_1.pcap,/mnt/NAS/dynamov2/cicflowmeter_output/99620_klarna_system_monitor_cartwheel_gpt-5.1-codex-mini_1.csv,142547,142547,100.0,1905,15,3,2026-03-11T01:16:24.862221
agent_traffic_parameters,86509,avatsaev/webb-tracker-api,https://github.com/avatsaev/webb-tracker-api,"{""host_num"": 11, ""pcap_size"": 5.770544052124023, ""flow_count"": 26, ""tcp_traffic"": {""443"": {""hosts"": 10, ""n_packets"": 2894, ""flow_count"": 23, ""total_size"": 5992643, ""traffic_end"": 59.908353090286255, ""iana_mapping"": ""https"", ""traffic_start"": 3.528594970703125e-05, ""tshark_parsing"": [""tls"", ""x509ce""], ""traffic_duration"": 59.90831780433655}}, ""udp_traffic"": {""443"": {""hosts"": 2, ""n_packets"": 15, ""time_seen"": 1773158084.709876, ""flow_count"": 1, ""total_size"": 6187, ""traffic_end"": 2.4587039947509766, ""iana_mapping"": ""https"", ""traffic_start"": 2.4153947830200195, ""tshark_parsing"": [""quic"", ""tls""], ""traffic_duration"": 0.04330921173095703}, ""5353"": {""hosts"": 1, ""n_packets"": 25, ""time_seen"": 1773158082.8242087, ""flow_count"": 2, ""total_size"": 3654, ""traffic_end"": 32.337703227996826, ""iana_mapping"": ""mdns"", ""traffic_start"": 0.5297274589538574, ""tshark_parsing"": [""mdns""], ""traffic_duration"": 31.80797576904297}}, ""hostname_info"": [{""ip"": ""104.16.10.34"", ""source"": ""TLS_SNI"", ""hostname"": ""registry.npmjs.org""}, {""ip"": ""104.17.24.14"", ""source"": ""TLS_SNI"", ""hostname"": ""cdnjs.cloudflare.com""}, {""ip"": ""104.18.1.22"", ""source"": ""TLS_SNI"", ""hostname"": ""unpkg.com""}, {""ip"": ""129.164.179.27"", ""source"": ""TLS_SNI"", ""hostname"": ""webb.nasa.gov""}, {""ip"": ""13.35.37.23"", ""source"": ""TLS_SNI"", ""hostname"": ""eyes.nasa.gov""}, {""ip"": ""151.101.66.137"", ""source"": ""TLS_SNI"", ""hostname"": ""code.jquery.com""}, {""ip"": ""151.101.66.217"", ""source"": ""TLS_SNI"", ""hostname"": ""cdn.plot.ly""}, {""ip"": ""172.217.194.95"", ""source"": ""TLS_SNI"", ""hostname"": ""fonts.googleapis.com""}, {""ip"": ""74.125.130.94"", ""source"": ""TLS_SNI"", ""hostname"": ""fonts.gstatic.com""}]}",http,"Sustained TLS traffic on port 443 for ~60s with large byte volume and multiple web hostnames (cdnjs, npm, unpkg, fonts, etc.), indicating ongoing HTTPS/web application traffic beyond initial downloads.",cartwheel,gpt-5.1-codex-mini,1,/home/bingcheng/dynamov2/stage3/pcap/86509_avatsaev_webb-tracker-api_cartwheel_gpt-5.1-codex-mini_1.pcap,/mnt/NAS/dynamov2/cicflowmeter_output/86509_avatsaev_webb-tracker-api_cartwheel_gpt-5.1-codex-mini_1.csv,151231,151231,100.0,1239,25,10,2026-03-11T01:15:59.393844
agent_traffic_parameters,65366,ranky/media-bundle,https://github.com/ranky/media-bundle,"{""host_num"": 3, ""pcap_size"": 2.299661636352539, ""flow_count"": 10, ""tcp_traffic"": {""443"": {""hosts"": 2, ""n_packets"": 3970, ""flow_count"": 8, ""total_size"": 2344590, ""traffic_end"": 59.423619508743286, ""iana_mapping"": ""https"", ""traffic_start"": 3.743171691894531e-05, ""tshark_parsing"": [""tls""], ""traffic_duration"": 59.42358207702637}}, ""udp_traffic"": {""5353"": {""hosts"": 1, ""n_packets"": 4, ""time_seen"": 1773170699.929608, ""flow_count"": 2, ""total_size"": 388, ""traffic_end"": 43.33529996871948, ""iana_mapping"": ""mdns"", ""traffic_start"": 9.787130117416382, ""tshark_parsing"": [""mdns""], ""traffic_duration"": 33.5481698513031}}, ""hostname_info"": [{""ip"": ""84.17.38.250"", ""source"": ""TLS_SNI"", ""hostname"": ""repo.packagist.org""}]}",http,"Sustained TLS traffic on TCP/443 across the entire 60s (~2.34 MB, 3970 packets) with TLS SNI repo.packagist.org indicates ongoing HTTPS (HTTP) application traffic beyond initial download; UDP mdns is incidental.",cartwheel,gpt-5.1-codex-mini,1,/home/bingcheng/dynamov2/stage3/pcap/65366_ranky_media-bundle_cartwheel_gpt-5.1-codex-mini_1.pcap,/mnt/NAS/dynamov2/cicflowmeter_output/65366_ranky_media-bundle_cartwheel_gpt-5.1-codex-mini_1.csv,244221,244353,99.95,2088,8,2,2026-03-11T01:15:35.830545
agent_traffic_parameters,28550,Bin4xin/bigger-than-bigger,https://github.com/Bin4xin/bigger-than-bigger,"{""host_num"": 22, ""pcap_size"": 0.9700336456298828, ""flow_count"": 66, ""tcp_traffic"": {""80"": {""hosts"": 14, ""n_packets"": 325, ""flow_count"": 32, ""total_size"": 74582, ""traffic_end"": 57.39202642440796, ""iana_mapping"": ""http"", ""traffic_start"": 0.07283258438110352, ""tshark_parsing"": [""data"", ""data-text-lines"", ""http""], ""traffic_duration"": 57.319193840026855}, ""443"": {""hosts"": 9, ""n_packets"": 494, ""flow_count"": 24, ""total_size"": 552151, ""traffic_end"": 59.915831565856934, ""iana_mapping"": ""https"", ""traffic_start"": 0.07316327095031738, ""tshark_parsing"": [""tls"", ""x509ce""], ""traffic_duration"": 59.842668294906616}, ""27017"": {""hosts"": 2, ""n_packets"": 1426, ""flow_count"": 8, ""total_size"": 348203, ""traffic_end"": 59.936063289642334, ""iana_mapping"": ""mongodb"", ""traffic_start"": 0.0, ""tshark_parsing"": [""mongo""], ""traffic_duration"": 59.936063289642334}}, ""udp_traffic"": {""5353"": {""hosts"": 1, ""n_packets"": 27, ""time_seen"": 1773158823.8530757, ""flow_count"": 2, ""total_size"": 3916, ""traffic_end"": 32.207040548324585, ""iana_mapping"": ""mdns"", ""traffic_start"": 0.08970141410827637, ""tshark_parsing"": [""mdns""], ""traffic_duration"": 32.11733913421631}}, ""hostname_info"": [{""ip"": ""101.35.2.59"", ""source"": ""TLS_SNI"", ""hostname"": ""www.data5u.com""}, {""ip"": ""115.29.202.12"", ""source"": ""HTTP_HOST"", ""hostname"": ""www.ip181.com""}, {""ip"": ""128.199.73.36"", ""source"": ""TLS_SNI"", ""hostname"": ""sgp1.mirror.jellyfin.org""}, {""ip"": ""154.213.111.71"", ""source"": ""TLS_SNI"", ""hostname"": ""www.mimiip.com""}, {""ip"": ""162.209.163.110"", ""source"": ""HTTP_HOST"", ""hostname"": ""ip.jiangxianli.com""}, {""ip"": ""167.253.159.27"", ""source"": ""HTTP_HOST"", ""hostname"": ""cn-proxy.com""}, {""ip"": ""172.233.219.123"", ""source"": ""HTTP_HOST"", ""hostname"": ""www.xicidaili.com""}, {""ip"": ""172.233.219.49"", ""source"": ""HTTP_HOST"", ""hostname"": ""www.xicidaili.com""}, {""ip"": ""172.237.146.25"", ""source"": ""HTTP_HOST"", ""hostname"": ""www.xicidaili.com""}, {""ip"": ""172.237.146.38"", ""source"": ""HTTP_HOST"", ""hostname"": ""www.xicidaili.com""}, {""ip"": ""172.67.133.72"", ""source"": ""TLS_SNI"", ""hostname"": ""list.proxylistplus.com""}, {""ip"": ""183.134.17.31"", ""source"": ""HTTP_HOST"", ""hostname"": ""www.ip3366.net""}, {""ip"": ""211.93.211.158"", ""source"": ""HTTP_HOST"", ""hostname"": ""www.iphai.com""}, {""ip"": ""211.95.142.138"", ""source"": ""HTTP_HOST"", ""hostname"": ""www.iphai.com""}, {""ip"": ""213.174.129.16"", ""source"": ""TLS_SNI"", ""hostname"": ""proxy-list.org""}, {""ip"": ""43.159.95.254"", ""source"": ""TLS_SNI"", ""hostname"": ""www.kuaidaili.com""}, {""ip"": ""60.13.97.57"", ""source"": ""HTTP_HOST"", ""hostname"": ""www.iphai.com""}, {""ip"": ""68.183.204.194"", ""source"": ""TLS_SNI"", ""hostname"": ""repo.jellyfin.org""}]}",mongodb,Sustained MongoDB traffic on TCP 27017 (tshark 'mongo') with 1426 packets and ~59s duration — indicates application activity beyond initial download/DNS.,cartwheel,gpt-5.1-codex-mini,1,/home/bingcheng/dynamov2/stage3/pcap/28550_Bin4xin_bigger-than-bigger_cartwheel_gpt-5.1-codex-mini_1.pcap,/mnt/NAS/dynamov2/cicflowmeter_output/28550_Bin4xin_bigger-than-bigger_cartwheel_gpt-5.1-codex-mini_1.csv,69052,313025,22.06,534,57,22,2026-03-11T01:12:37.199010
agent_traffic_parameters,116255,GoshPosh/grafana-meta-queries,https://github.com/GoshPosh/grafana-meta-queries,"{""host_num"": 4, ""pcap_size"": 21.379545211791992, ""flow_count"": 9, ""tcp_traffic"": {""443"": {""hosts"": 3, ""n_packets"": 3874, ""flow_count"": 7, ""total_size"": 22350443, ""traffic_end"": 59.866698265075684, ""iana_mapping"": ""https"", ""traffic_start"": 1.8221452236175537, ""tshark_parsing"": [""tls""], ""traffic_duration"": 58.04455304145813}}, ""udp_traffic"": {""5353"": {""hosts"": 1, ""n_packets"": 27, ""time_seen"": 1772698155.6989636, ""flow_count"": 2, ""total_size"": 3879, ""traffic_end"": 32.84937834739685, ""iana_mapping"": ""mdns"", ""traffic_start"": 0.0, ""tshark_parsing"": [""mdns""], ""traffic_duration"": 32.84937834739685}}, ""hostname_info"": [{""ip"": ""142.251.12.207"", ""source"": ""TLS_SNI"", ""hostname"": ""storage.googleapis.com""}, {""ip"": ""34.120.177.193"", ""source"": ""TLS_SNI"", ""hostname"": ""grafana.com""}]}",http,"Sustained TLS traffic on TCP/443 for ~58s (22MB, multiple flows) to storage.googleapis.com and grafana.com indicates ongoing HTTPS application traffic beyond initial download; UDP is only mDNS.",cartwheel,gpt-5.1-codex-mini,1,/home/bingcheng/dynamov2/stage3/pcap/116255_GoshPosh_grafana-meta-queries_cartwheel_gpt-5.1-codex-mini_1.pcap,/mnt/NAS/dynamov2/cicflowmeter_output/116255_GoshPosh_grafana-meta-queries_cartwheel_gpt-5.1-codex-mini_1.csv,136488,136488,100.0,1816,15,3,2026-03-08T16:58:35.246982
agent_traffic_parameters,99101,ClickHouse/clickhouse-academy,https://github.com/ClickHouse/clickhouse-academy,"{""host_num"": 4, ""pcap_size"": 21.426002502441406, ""flow_count"": 9, ""tcp_traffic"": {""443"": {""hosts"": 3, ""n_packets"": 4179, ""flow_count"": 7, ""total_size"": 22394139, ""traffic_end"": 59.78465938568115, ""iana_mapping"": ""https"", ""traffic_start"": 1.7562243938446045, ""tshark_parsing"": [""tls""], ""traffic_duration"": 58.02843499183655}}, ""udp_traffic"": {""5353"": {""hosts"": 1, ""n_packets"": 28, ""time_seen"": 1772967484.6919017, ""flow_count"": 2, ""total_size"": 4001, ""traffic_end"": 32.65425181388855, ""iana_mapping"": ""mdns"", ""traffic_start"": 0.0, ""tshark_parsing"": [""mdns""], ""traffic_duration"": 32.65425181388855}}, ""hostname_info"": [{""ip"": ""172.253.118.207"", ""source"": ""TLS_SNI"", ""hostname"": ""storage.googleapis.com""}, {""ip"": ""34.120.177.193"", ""source"": ""TLS_SNI"", ""hostname"": ""grafana.com""}]}",http,"Large, sustained TLS/HTTPS traffic on port 443 (22 MB over ~58 s) to storage.googleapis.com and grafana.com indicates ongoing HTTP(S) application traffic beyond initial download; DNS/mdns alone do not explain the volume/duration.",cartwheel,gpt-5.1-codex-mini,1,/home/bingcheng/dynamov2/stage3/pcap/99101_ClickHouse_clickhouse-academy_cartwheel_gpt-5.1-codex-mini_1.pcap,/mnt/NAS/dynamov2/cicflowmeter_output/99101_ClickHouse_clickhouse-academy_cartwheel_gpt-5.1-codex-mini_1.csv,140767,140767,100.0,1881,15,3,2026-03-08T16:57:20.830129
agent_traffic_parameters,68364,labsai/EDDI,https://github.com/labsai/EDDI,"{""host_num"": 6, ""pcap_size"": 9.175946235656738, ""flow_count"": 116, ""tcp_traffic"": {""443"": {""hosts"": 4, ""n_packets"": 3277, ""flow_count"": 6, ""total_size"": 8722702, ""traffic_end"": 13.816560745239258, ""iana_mapping"": ""https"", ""traffic_start"": 0.6309027671813965, ""tshark_parsing"": [""tls""], ""traffic_duration"": 13.185657978057861}, ""7070"": {""hosts"": 2, ""n_packets"": 1082, ""flow_count"": 105, ""total_size"": 252715, ""traffic_end"": 13.787230730056763, ""iana_mapping"": ""arcp"", ""traffic_start"": 9.193052768707275, ""tshark_parsing"": [""data-text-lines"", ""http"", ""json"", ""media""], ""traffic_duration"": 4.594177961349487}, ""27017"": {""hosts"": 2, ""n_packets"": 1134, ""flow_count"": 3, ""total_size"": 552390, ""traffic_end"": 59.84364938735962, ""iana_mapping"": ""mongodb"", ""traffic_start"": 1.660907506942749, ""tshark_parsing"": [""mongo""], ""traffic_duration"": 58.18274188041687}}, ""udp_traffic"": {""5353"": {""hosts"": 1, ""n_packets"": 26, ""time_seen"": 1772695711.354656, ""flow_count"": 2, ""total_size"": 3792, ""traffic_end"": 32.12477111816406, ""iana_mapping"": ""mdns"", ""traffic_start"": 0.08327746391296387, ""tshark_parsing"": [""mdns""], ""traffic_duration"": 32.0414936542511}}, ""hostname_info"": [{""ip"": ""104.18.19.12"", ""source"": ""TLS_SNI"", ""hostname"": ""repo.maven.apache.org""}, {""ip"": ""15.235.222.68"", ""source"": ""TLS_SNI"", ""hostname"": ""api.openweathermap.org""}, {""ip"": ""172.25.0.3"", ""source"": ""HTTP_HOST"", ""hostname"": ""eddi:7070""}]}",mongodb,Long-lived traffic to TCP port 27017 (tshark parsed 'mongo') for ~58s across hosts — indicates MongoDB application activity beyond initial downloads/DNS.,cartwheel,gpt-5.1-codex-mini,1,/home/bingcheng/dynamov2/stage3/pcap/68364_labsai_EDDI_cartwheel_gpt-5.1-codex-mini_1.pcap,/mnt/NAS/dynamov2/cicflowmeter_output/68364_labsai_EDDI_cartwheel_gpt-5.1-codex-mini_1.csv,240162,702005,34.21,1517,8,3,2026-03-08T16:55:34.682745
agent_traffic_parameters,42849,Prolifode/deno_rest,https://github.com/Prolifode/deno_rest,"{""host_num"": 18, ""pcap_size"": 5.09067440032959, ""flow_count"": 119, ""tcp_traffic"": {""443"": {""hosts"": 16, ""n_packets"": 3218, ""flow_count"": 69, ""total_size"": 3881965, ""traffic_end"": 50.367631912231445, ""iana_mapping"": ""https"", ""traffic_start"": 0.0, ""tshark_parsing"": [""ocsp"", ""tls""], ""traffic_duration"": 50.367631912231445}, ""27017"": {""hosts"": 2, ""n_packets"": 5459, ""flow_count"": 48, ""total_size"": 1308308, ""traffic_end"": 50.35968041419983, ""iana_mapping"": ""mongodb"", ""traffic_start"": 9.749674558639526, ""tshark_parsing"": [""mongo""], ""traffic_duration"": 40.6100058555603}}, ""udp_traffic"": {""5353"": {""hosts"": 1, ""n_packets"": 26, ""time_seen"": 1772837019.9536498, ""flow_count"": 2, ""total_size"": 3792, ""traffic_end"": 32.26579546928406, ""iana_mapping"": ""mdns"", ""traffic_start"": 0.3757467269897461, ""tshark_parsing"": [""mdns""], ""traffic_duration"": 31.89004874229431}}, ""hostname_info"": [{""ip"": ""104.16.0.34"", ""source"": ""TLS_SNI"", ""hostname"": ""registry.npmjs.org""}, {""ip"": ""104.16.1.34"", ""source"": ""TLS_SNI"", ""hostname"": ""registry.npmjs.org""}, {""ip"": ""104.16.10.34"", ""source"": ""TLS_SNI"", ""hostname"": ""registry.npmjs.org""}, {""ip"": ""104.16.11.34"", ""source"": ""TLS_SNI"", ""hostname"": ""registry.npmjs.org""}, {""ip"": ""104.16.2.34"", ""source"": ""TLS_SNI"", ""hostname"": ""registry.npmjs.org""}, {""ip"": ""104.16.3.34"", ""source"": ""TLS_SNI"", ""hostname"": ""registry.npmjs.org""}, {""ip"": ""104.16.4.34"", ""source"": ""TLS_SNI"", ""hostname"": ""registry.npmjs.org""}, {""ip"": ""104.16.5.34"", ""source"": ""TLS_SNI"", ""hostname"": ""registry.npmjs.org""}, {""ip"": ""104.16.6.34"", ""source"": ""TLS_SNI"", ""hostname"": ""registry.npmjs.org""}, {""ip"": ""104.16.7.34"", ""source"": ""TLS_SNI"", ""hostname"": ""registry.npmjs.org""}, {""ip"": ""104.16.8.34"", ""source"": ""TLS_SNI"", ""hostname"": ""registry.npmjs.org""}, {""ip"": ""104.16.9.34"", ""source"": ""TLS_SNI"", ""hostname"": ""registry.npmjs.org""}, {""ip"": ""104.21.58.22"", ""source"": ""TLS_SNI"", ""hostname"": ""dl.deno.land""}, {""ip"": ""104.21.7.32"", ""source"": ""TLS_SNI"", ""hostname"": ""jsr.io""}, {""ip"": ""172.67.135.174"", ""source"": ""TLS_SNI"", ""hostname"": ""jsr.io""}]}",mongodb,"Sustained traffic on TCP port 27017 parsed as 'mongo' (≈1.3MB, 5459 packets over ~40s) — indicates ongoing MongoDB application traffic beyond initial downloads/DNS.",cartwheel,gpt-5.1-codex-mini,1,/home/bingcheng/dynamov2/stage3/pcap/42849_Prolifode_deno_rest_cartwheel_gpt-5.1-codex-mini_1.pcap,/mnt/NAS/dynamov2/cicflowmeter_output/42849_Prolifode_deno_rest_cartwheel_gpt-5.1-codex-mini_1.csv,159953,815010,19.63,1413,69,16,2026-03-08T16:53:22.664598
agent_traffic_parameters,32525,inaturalist/iNaturalistAPI,https://github.com/inaturalist/iNaturalistAPI,"{""host_num"": 6, ""pcap_size"": 4.686440467834473, ""flow_count"": 13, ""tcp_traffic"": {""443"": {""hosts"": 2, ""n_packets"": 1406, ""flow_count"": 3, ""total_size"": 4877635, ""traffic_end"": 5.306049823760986, ""iana_mapping"": ""https"", ""traffic_start"": 0.6723644733428955, ""tshark_parsing"": [""tls""], ""traffic_duration"": 4.633685350418091}, ""6379"": {""hosts"": 3, ""n_packets"": 80, ""flow_count"": 8, ""total_size"": 5924, ""traffic_end"": 59.52498817443848, ""iana_mapping"": ""redis"", ""traffic_start"": 3.1326417922973633, ""tshark_parsing"": [""resp""], ""traffic_duration"": 56.39234638214111}}, ""udp_traffic"": {""5353"": {""hosts"": 1, ""n_packets"": 26, ""time_seen"": 1772915756.9988873, ""flow_count"": 2, ""total_size"": 3792, ""traffic_end"": 31.577978134155273, ""iana_mapping"": ""mdns"", ""traffic_start"": 0.0034914016723632812, ""tshark_parsing"": [""mdns""], ""traffic_duration"": 31.57448673248291}}, ""hostname_info"": [{""ip"": ""34.120.127.130"", ""source"": ""TLS_SNI"", ""hostname"": ""artifacts.elastic.co""}]}",redis,Persistent TCP traffic on port 6379 with RESP parsing spanning ~56s (3.13–59.52s) indicates active Redis application traffic beyond the initial TLS download and mDNS.,cartwheel,gpt-5.1-codex-mini,1,/home/bingcheng/dynamov2/stage3/pcap/32525_inaturalist_iNaturalistAPI_cartwheel_gpt-5.1-codex-mini_1.pcap,/mnt/NAS/dynamov2/cicflowmeter_output/32525_inaturalist_iNaturalistAPI_cartwheel_gpt-5.1-codex-mini_1.csv,40599,44278,91.69,542,4,2,2026-03-08T16:52:48.506356
